"","AdultHeadBodyLen_mm","AdultBodyMass_g","LitterSize","GR_Area_km2","ActivityCycle","TrophicLevel","HabitatBreadth","DietBreadth","Order","Family","Genus","Species"
"Chaerephon_plicatus",NA,21.83,0.99,4893584.82,NA,"carnivore","1","1","Chiroptera","Molossidae","Chaerephon","plicatus"
"Chaerephon_pumilus",NA,10.98,1,14309050.1,NA,"carnivore","1","1","Chiroptera","Molossidae","Chaerephon","pumilus"
"Chaerephon_russatus",NA,16.98,0.99,1671003.78,NA,NA,"1",NA,"Chiroptera","Molossidae","Chaerephon","russatus"
"Chaerephon_shortridgei",NA,NA,NA,1435430.68,NA,NA,NA,NA,"Chiroptera","Molossidae","Chaerephon","shortridgei"
"Chaerephon_solomonis",NA,NA,NA,6980.78,NA,NA,NA,NA,"Chiroptera","Molossidae","Chaerephon","solomonis"
"Chaerephon_tomensis",NA,7.48,NA,862.58,NA,NA,NA,NA,"Chiroptera","Molossidae","Chaerephon","tomensis"
"Chaeropus_ecaudatus",NA,219.51,1.41,NA,"other","omnivore","2","2","Peramelemorphia","Chaeropodidae","Chaeropus","ecaudatus"
"Chaetocauda_sichuanensis",91.8,31.51,NA,37.63,"nocturnal",NA,"1",NA,"Rodentia","Gliridae","Chaetocauda","sichuanensis"
"Chaetodipus_arenarius",68.37,23,2.91,84613.78,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","arenarius"
"Chaetodipus_artus",88.81,NA,NA,89639.36,NA,"herbivore",NA,"1","Rodentia","Heteromyidae","Chaetodipus","artus"
"Chaetodipus_baileyi",93.93,28.44,3.68,225471.23,NA,"omnivore",NA,"2","Rodentia","Heteromyidae","Chaetodipus","baileyi"
"Chaetodipus_californicus",NA,23.01,4,116215.94,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","californicus"
"Chaetodipus_dalquesti",NA,NA,NA,6751.03,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","dalquesti"
"Chaetodipus_eremicus",NA,NA,NA,541954.63,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","eremicus"
"Chaetodipus_fallax",83.35,19.19,3.45,82998.2,NA,"herbivore","1","3","Rodentia","Heteromyidae","Chaetodipus","fallax"
"Chaetodipus_formosus",193.91,20.02,5.28,397044.69,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","formosus"
"Chaetodipus_goldmani",NA,NA,NA,59093.22,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","goldmani"
"Chaetodipus_hispidus",104.51,37.24,5.34,2344025.56,NA,"herbivore","2","1","Rodentia","Heteromyidae","Chaetodipus","hispidus"
"Chaetodipus_intermedius",NA,14.94,5.53,511920.17,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","intermedius"
"Chaetodipus_lineatus",73.58,23,NA,18026.29,"nocturnal","herbivore","2","1","Rodentia","Heteromyidae","Chaetodipus","lineatus"
"Chaetodipus_nelsoni",79.83,15.53,3.46,566702.48,"nocturnal","omnivore","2","3","Rodentia","Heteromyidae","Chaetodipus","nelsoni"
"Chaetodipus_penicillatus",77.36,15.57,3.4,407770.3,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","penicillatus"
"Chaetodipus_pernix",71.87,17,NA,99496.23,NA,"herbivore",NA,"1","Rodentia","Heteromyidae","Chaetodipus","pernix"
"Chaetodipus_rudinoris",NA,NA,NA,100302.54,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","rudinoris"
"Chaetodipus_spinatus",83.66,16.34,3.5,126559.57,NA,NA,NA,NA,"Rodentia","Heteromyidae","Chaetodipus","spinatus"
"Cricetulus_barabensis",NA,NA,6.06,3474277.84,NA,NA,NA,NA,"Rodentia","Cricetidae","Cricetulus","barabensis"
"Cricetulus_kamensis",NA,NA,NA,2957.22,NA,NA,NA,NA,"Rodentia","Cricetidae","Cricetulus","kamensis"
"Cricetulus_longicaudatus",NA,NA,5.71,2110470.47,NA,NA,NA,NA,"Rodentia","Cricetidae","Cricetulus","longicaudatus"
"Cricetulus_migratorius",NA,30.59,5.2,10345012.78,NA,NA,NA,NA,"Rodentia","Cricetidae","Cricetulus","migratorius"
"Cricetulus_sokolovi",NA,NA,NA,450811.92,NA,NA,NA,NA,"Rodentia","Cricetidae","Cricetulus","sokolovi"
"Cricetus_cricetus",NA,428.95,7.14,6712427.93,NA,NA,NA,NA,"Rodentia","Cricetidae","Cricetus","cricetus"
"Crocidura_aleksandrisi",NA,NA,NA,9752.34,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","aleksandrisi"
"Crocidura_allex",NA,NA,3.99,14179.21,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","allex"
"Crocidura_andamanensis",NA,NA,NA,4526.74,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","andamanensis"
"Crocidura_ansellorum",NA,NA,NA,39928.17,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","ansellorum"
"Crocidura_arabica",NA,NA,NA,97952.06,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","arabica"
"Crocidura_arispa",NA,NA,NA,74611,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","arispa"
"Crocidura_armenica",NA,NA,NA,85332.27,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","armenica"
"Crocidura_attenuata",NA,NA,0.99,3585977.83,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","attenuata"
"Crocidura_attila",NA,NA,NA,320205.39,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","attila"
"Crocidura_baileyi",NA,NA,NA,72438.02,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","baileyi"
"Crocidura_baluensis",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","baluensis"
"Crocidura_batesi",68.79,16.49,NA,37339.81,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","batesi"
"Crocidura_beatus",NA,10.55,NA,106437.39,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","beatus"
"Crocidura_beccarii",NA,NA,NA,2324.82,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","beccarii"
"Crocidura_bottegi",NA,3.49,2.99,1848307.67,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","bottegi"
"Crocidura_bottegoides",NA,NA,NA,10135.59,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","bottegoides"
"Crocidura_brunnea",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","brunnea"
"Crocidura_buettikoferi",NA,NA,2.99,601240.39,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","buettikoferi"
"Crocidura_caliginea",NA,NA,NA,9530.16,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","caliginea"
"Crocidura_canariensis",NA,7.5,NA,2488.94,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","canariensis"
"Crocidura_caspica",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","caspica"
"Crocidura_cinderella",NA,NA,NA,358909.43,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","cinderella"
"Crocidura_congobelgica",NA,NA,NA,39431.51,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","congobelgica"
"Crocidura_crenata",NA,NA,NA,192943.85,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","crenata"
"Crocidura_crossei",NA,8,3,638623.02,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","crossei"
"Crocidura_cyanea",NA,8.58,3.59,2795963.1,"other","omnivore","1","4","Soricomorpha","Soricidae","Crocidura","cyanea"
"Crocidura_denti",NA,NA,NA,293305.47,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","denti"
"Crocidura_desperata",NA,NA,NA,32266.19,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","desperata"
"Crocidura_dhofarensis",NA,NA,NA,3.52,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","dhofarensis"
"Crocidura_dolichura",71,5.63,NA,2008582.62,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","dolichura"
"Crocidura_douceti",NA,4.3,NA,300718.28,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","douceti"
"Crocidura_dsinezumi",NA,NA,4.29,401721.5,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","dsinezumi"
"Crocidura_eisentrauti",NA,NA,1.99,1023.13,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","eisentrauti"
"Crocidura_elgonius",NA,6.5,NA,28984.98,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","elgonius"
"Crocidura_elongata",NA,NA,NA,26519.84,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","elongata"
"Crocidura_erica",NA,NA,NA,111398.21,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","erica"
"Crocidura_fischeri",NA,NA,NA,8016.47,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","fischeri"
"Crocidura_flavescens",NA,31.22,3.37,428284.66,"other","carnivore",NA,"1","Soricomorpha","Soricidae","Crocidura","flavescens"
"Crocidura_floweri",NA,NA,NA,279190.89,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","floweri"
"Crocidura_foetida",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","foetida"
"Crocidura_foxi",NA,21,1.99,13366.6,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","foxi"
"Crocidura_fuliginosa",NA,12,1.73,2819121.5,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","fuliginosa"
"Crocidura_fulvastra",NA,10,NA,2581429.54,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","fulvastra"
"Crocidura_fumosa",NA,14.49,3.74,19575.94,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","fumosa"
"Crocidura_fuscomurina",60.21,5.6,3,8975539.37,"other","omnivore","1","3","Soricomorpha","Soricidae","Crocidura","fuscomurina"
"Crocidura_glassi",NA,NA,NA,26724.54,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","glassi"
"Crocidura_gmelini",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","gmelini"
"Crocidura_goliath",147.42,87.92,NA,362264.14,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","goliath"
"Crocidura_gracilipes",NA,6.69,2.99,941.78,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","gracilipes"
"Crocidura_grandiceps",NA,23,NA,444066.2,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","grandiceps"
"Crocidura_grandis",NA,NA,NA,159.87,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","grandis"
"Crocidura_grassei",62.99,NA,NA,225706.53,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","grassei"
"Crocidura_grayi",NA,10.7,NA,117062.79,NA,"carnivore",NA,"1","Soricomorpha","Soricidae","Crocidura","grayi"
"Crocidura_greenwoodi",NA,NA,NA,47947.78,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","greenwoodi"
"Crocidura_harenna",NA,NA,NA,133.85,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","harenna"
"Crocidura_hildegardeae",NA,10.28,NA,1955205.86,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","hildegardeae"
"Crocidura_hilliana",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","hilliana"
"Crocidura_hirta",NA,15.8,3.89,7864395.6,"other","omnivore","1","4","Soricomorpha","Soricidae","Crocidura","hirta"
"Crocidura_hispida",NA,NA,NA,1535.89,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","hispida"
"Crocidura_orii",NA,NA,NA,960.37,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","orii"
"Crocidura_palawanensis",NA,NA,NA,11562.34,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","palawanensis"
"Crocidura_paradoxura",NA,NA,NA,6689.37,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","paradoxura"
"Crocidura_parvipes",NA,NA,NA,3227353.22,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","parvipes"
"Crocidura_pasha",NA,6.5,NA,191006.19,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","pasha"
"Crocidura_pergrisea",NA,NA,NA,433223.03,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","pergrisea"
"Crocidura_phaeura",NA,NA,NA,114.4,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","phaeura"
"Crocidura_picea",NA,NA,NA,413.32,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","picea"
"Crocidura_pitmani",NA,NA,NA,102228.01,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","pitmani"
"Crocidura_planiceps",NA,2.5,3,1928145.76,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","planiceps"
"Crocidura_poensis",NA,17.05,2.44,782442.1,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","poensis"
"Crocidura_polia",NA,NA,NA,77.81,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","polia"
"Crocidura_pullata",NA,NA,NA,549138.4,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","pullata"
"Crocidura_raineyi",NA,14.49,NA,78.45,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","raineyi"
"Crocidura_ramona",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","ramona"
"Crocidura_rapax",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","rapax"
"Crocidura_religiosa",NA,7,NA,190264.68,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","religiosa"
"Crocidura_rhoditis",NA,NA,NA,97134.65,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","rhoditis"
"Crocidura_roosevelti",NA,NA,NA,2063923.09,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","roosevelti"
"Crocidura_russula",69.29,9.89,4.04,3344352.67,NA,"carnivore","1","2","Soricomorpha","Soricidae","Crocidura","russula"
"Crocidura_selina",NA,NA,NA,25492.41,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","selina"
"Crocidura_serezkyensis",NA,NA,NA,71197.69,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","serezkyensis"
"Crocidura_shantungensis",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","shantungensis"
"Crocidura_sibirica",NA,NA,NA,1064425.53,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","sibirica"
"Crocidura_sicula",NA,NA,NA,9968.23,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","sicula"
"Crocidura_silacea",NA,7,3.99,1619566.15,NA,"carnivore",NA,"1","Soricomorpha","Soricidae","Crocidura","silacea"
"Crocidura_smithii",NA,NA,NA,187242.95,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","smithii"
"Crocidura_somalica",NA,11.5,NA,1748436.59,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","somalica"
"Crocidura_stenocephala",NA,NA,NA,347.38,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","stenocephala"
"Crocidura_suaveolens",NA,7.35,3.49,NA,"other","omnivore",NA,"4","Soricomorpha","Soricidae","Crocidura","suaveolens"
"Crocidura_susiana",NA,NA,NA,73.72,NA,NA,NA,NA,"Soricomorpha","Soricidae","Crocidura","susiana"
"Eptesicus_kobayashii",NA,NA,NA,NA,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Eptesicus","kobayashii"
"Eptesicus_matroka",82.49,6.57,1.22,536252.04,NA,"carnivore",NA,"1","Chiroptera","Vespertilionidae","Eptesicus","matroka"
"Eptesicus_nasutus",NA,7.91,NA,850548.76,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Eptesicus","nasutus"
"Eptesicus_nilssonii",NA,10.72,1.5,10151783.96,NA,"carnivore","1","1","Chiroptera","Vespertilionidae","Eptesicus","nilssonii"
"Eptesicus_pachyotis",NA,8.1,NA,412871.13,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Eptesicus","pachyotis"
"Equus_kiang",NA,281138.63,NA,538675.46,NA,NA,"1",NA,"Perissodactyla","Equidae","Equus","kiang"
"Equus_quagga",NA,4e+05,NA,NA,NA,NA,NA,NA,"Perissodactyla","Equidae","Equus","quagga"
"Equus_zebra",2350,282462.13,1,143855.82,"diurnal","herbivore","1","2","Perissodactyla","Equidae","Equus","zebra"
"Eremitalpa_granti",76.02,22.04,1.36,66653.99,"nocturnal","omnivore","2","3","Afrosoricida","Chrysochloridae","Eremitalpa","granti"
"Eremodipus_lichtensteini",NA,NA,4.86,935335.91,NA,NA,NA,NA,"Rodentia","Dipodidae","Eremodipus","lichtensteini"
"Erethizon_dorsatum",837.5,7419.46,1,11016215.61,"nocturnal","herbivore","2","6","Rodentia","Erethizontidae","Erethizon","dorsatum"
"Erignathus_barbatus",2293.15,279999.99,1,NA,NA,"omnivore","2","6","Carnivora","Phocidae","Erignathus","barbatus"
"Erinaceus_amurensis",249.64,NA,NA,2819497.45,"nocturnal","carnivore","1","1","Erinaceomorpha","Erinaceidae","Erinaceus","amurensis"
"Erinaceus_concolor",231.89,665.99,5.23,NA,"nocturnal","omnivore","1","8","Erinaceomorpha","Erinaceidae","Erinaceus","concolor"
"Erinaceus_europaeus",237.17,777.95,4.64,3201699.12,"other","omnivore","1","8","Erinaceomorpha","Erinaceidae","Erinaceus","europaeus"
"Erinaceus_roumanicus",NA,NA,NA,NA,NA,NA,NA,NA,"Erinaceomorpha","Erinaceidae","Erinaceus","roumanicus"
"Eropeplus_canus",NA,NA,NA,1002.75,NA,NA,NA,NA,"Rodentia","Muridae","Eropeplus","canus"
"Erophylla_bombifrons",NA,16.28,NA,83334.5,NA,"herbivore",NA,"1","Chiroptera","Phyllostomidae","Erophylla","bombifrons"
"Erophylla_sezekorni",NA,15.87,1,123555.55,NA,NA,"1",NA,"Chiroptera","Phyllostomidae","Erophylla","sezekorni"
"Erythrocebus_patas",665,7966.3,1.01,6948334.33,"diurnal","omnivore",NA,"4","Primates","Cercopithecidae","Erythrocebus","patas"
"Eptesicus_platyops",NA,NA,NA,174149.89,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Eptesicus","platyops"
"Eptesicus_serotinus",67.99,23.09,1.5,8742253.51,NA,"carnivore","1","1","Chiroptera","Vespertilionidae","Eptesicus","serotinus"
"Eptesicus_tatei",NA,NA,NA,1133.48,NA,NA,"1",NA,"Chiroptera","Vespertilionidae","Eptesicus","tatei"
"Equus_asinus",NA,164998.49,1,NA,NA,NA,"1",NA,"Perissodactyla","Equidae","Equus","asinus"
"Equus_burchellii",NA,279160.65,1,4696974.13,NA,"herbivore","1","3","Perissodactyla","Equidae","Equus","burchellii"
"Equus_caballus",NA,403598.53,1,NA,"other","herbivore","1","1","Perissodactyla","Equidae","Equus","caballus"
"Equus_grevyi",2700,408000.35,1,192991.31,NA,"herbivore","1","1","Perissodactyla","Equidae","Equus","grevyi"
"Equus_hemionus",2250,235248.07,1,1325419.5,NA,"herbivore","1","2","Perissodactyla","Equidae","Equus","hemionus"
"Genetta_bourloni",NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora","Viverridae","Genetta","bourloni"
"Genetta_cristata",515,1863.23,2.5,210874.67,"nocturnal","carnivore",NA,"2","Carnivora","Viverridae","Genetta","cristata"
"Genetta_genetta",552.44,1756.17,2.29,17766920.65,"nocturnal","omnivore","1","6","Carnivora","Viverridae","Genetta","genetta"
"Genetta_johnstoni",NA,2225,NA,180606.44,NA,NA,"1",NA,"Carnivora","Viverridae","Genetta","johnstoni"
"Genetta_maculata",NA,1950,2.12,12805950.62,"nocturnal","omnivore","1","6","Carnivora","Viverridae","Genetta","maculata"
"Genetta_pardina",NA,NA,NA,1125427.08,NA,NA,NA,NA,"Carnivora","Viverridae","Genetta","pardina"
"Genetta_piscivora",456.13,1648.05,0.96,222754.63,"nocturnal","carnivore","2","1","Carnivora","Viverridae","Genetta","piscivora"
"Genetta_poensis",NA,NA,NA,NA,NA,NA,NA,NA,"Carnivora","Viverridae","Genetta","poensis"
"Delomys_collinus",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Cricetidae","Delomys","collinus"
"Delomys_dorsalis",NA,67.5,NA,91990.81,"diurnal",NA,"1",NA,"Rodentia","Cricetidae","Delomys","dorsalis"
"Delomys_sublineatus",NA,89.99,NA,176241.08,"diurnal",NA,"1",NA,"Rodentia","Cricetidae","Delomys","sublineatus"
"Delphinapterus_leucas",4249.83,1381640.73,1.02,NA,NA,"carnivore","1","2","Cetacea","Monodontidae","Delphinapterus","leucas"
"Delphinus_capensis",NA,NA,NA,NA,NA,NA,NA,NA,"Cetacea","Delphinidae","Delphinus","capensis"
"Delphinus_delphis",2439.99,79271.69,0.98,NA,NA,NA,"1",NA,"Cetacea","Delphinidae","Delphinus","delphis"
"Deltamys_kempi",NA,26.4,NA,10556.19,NA,NA,"1",NA,"Rodentia","Cricetidae","Deltamys","kempi"
"Dendrogale_melanura",125,59.99,NA,66841.07,NA,NA,"2",NA,"Scandentia","Tupaiidae","Dendrogale","melanura"
"Dendrogale_murina",NA,49.99,NA,303576.92,NA,NA,NA,NA,"Scandentia","Tupaiidae","Dendrogale","murina"
"Dendrohyrax_arboreus",499.99,2981.11,1.51,2556176.38,"nocturnal","herbivore","1","3","Hyracoidea","Procaviidae","Dendrohyrax","arboreus"
"Dendrohyrax_dorsalis",NA,3174.99,1.22,3307902.32,"nocturnal","herbivore","2","2","Hyracoidea","Procaviidae","Dendrohyrax","dorsalis"
"Dendrolagus_bennettianus",NA,10458.82,1,10942.65,NA,NA,"2",NA,"Diprotodontia","Macropodidae","Dendrolagus","bennettianus"
"Dendrolagus_dorianus",603.43,8976.58,1.01,217597.09,"other","omnivore","2","3","Diprotodontia","Macropodidae","Dendrolagus","dorianus"
"Dendrolagus_goodfellowi",NA,7948.78,1,111020.15,"other","herbivore","2","2","Diprotodontia","Macropodidae","Dendrolagus","goodfellowi"
"Bibimys_torresi",NA,28,NA,117883.97,NA,NA,NA,NA,"Rodentia","Cricetidae","Bibimys","torresi"
"Bison_bison",2849.24,624577.07,0.98,10388.04,"other","herbivore","2","2","Artiodactyla","Bovidae","Bison","bison"
"Bison_bonasus",2900,675876.7,1,NA,"other","herbivore","2","2","Artiodactyla","Bovidae","Bison","bonasus"
"Biswamoyopterus_biswasi",NA,NA,NA,253.3,NA,NA,NA,NA,"Rodentia","Sciuridae","Biswamoyopterus","biswasi"
"Blanfordimys_afghanus",NA,NA,3.4,410888.95,NA,NA,NA,NA,"Rodentia","Cricetidae","Blanfordimys","afghanus"
"Blanfordimys_bucharensis",NA,NA,NA,53428.69,NA,NA,NA,NA,"Rodentia","Cricetidae","Blanfordimys","bucharensis"
"Blarina_brevicauda",120.82,18.56,5.39,4102748.94,"nocturnal","omnivore","2","6","Soricomorpha","Soricidae","Blarina","brevicauda"
"Blarina_carolinensis",73.2,11.91,3.95,868525.35,NA,"omnivore","2","2","Soricomorpha","Soricidae","Blarina","carolinensis"
"Blarina_hylophaga",NA,14.49,NA,730382.19,NA,NA,"2",NA,"Soricomorpha","Soricidae","Blarina","hylophaga"
"Blarina_peninsulae",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Blarina","peninsulae"
"Babyrousa_togeanensis",NA,NA,NA,536.65,NA,NA,NA,NA,"Artiodactyla","Suidae","Babyrousa","togeanensis"
"Baiomys_musculus",75.59,8.99,2.62,452712.43,"other","herbivore","2","4","Rodentia","Cricetidae","Baiomys","musculus"
"Baiomys_taylori",63.9,7.43,2.52,1097470.53,"other","herbivore",NA,"4","Rodentia","Cricetidae","Baiomys","taylori"
"Balaena_mysticetus",12187.12,79691178.99,1,NA,NA,"carnivore","1","1","Cetacea","Balaenidae","Balaena","mysticetus"
"Balaenoptera_acutorostrata",5529.31,5587093.59,1,NA,NA,"carnivore","1","2","Cetacea","Balaenopteridae","Balaenoptera","acutorostrata"
"Balaenoptera_bonaerensis",NA,NA,NA,NA,NA,NA,NA,NA,"Cetacea","Balaenopteridae","Balaenoptera","bonaerensis"
"Balaenoptera_borealis",18382.16,22106251.95,1.02,NA,NA,"carnivore","1","2","Cetacea","Balaenopteridae","Balaenoptera","borealis"
"Balaenoptera_edeni",13846.17,19999999.97,0.97,NA,NA,"carnivore","1","2","Cetacea","Balaenopteridae","Balaenoptera","edeni"
"Blarinella_griselda",NA,NA,NA,NA,NA,NA,NA,NA,"Soricomorpha","Soricidae","Blarinella","griselda"
"Blarinella_quadraticauda",67.5,12.5,NA,NA,NA,NA,"2",NA,"Soricomorpha","Soricidae","Blarinella","quadraticauda"
"Blarinella_wardi",NA,NA,NA,83336.25,NA,NA,"2",NA,"Soricomorpha","Soricidae","Blarinella","wardi"
"Blarinomys_breviceps",104.55,36.79,1.21,143514.03,NA,"carnivore","2","1","Rodentia","Cricetidae","Blarinomys","breviceps"
"Blastocerus_dichotomus",1720,112518.53,0.98,2004539.09,"other","herbivore","1","3","Artiodactyla","Cervidae","Blastocerus","dichotomus"
"Boromys_offella",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Echimyidae","Boromys","offella"
"Boromys_torrei",NA,NA,NA,NA,NA,NA,NA,NA,"Rodentia","Echimyidae","Boromys","torrei"
